,Do not Touch This Cell,,,,,,,,,,,,,,,,,,,,,,,,,JP Server Start,2021-02-24,,,,,Today's Date UTC,,Whale,Huge Spender,,,WATCH MY BANNER PREVIEW VIDEO,,,,,,,5.2,,Misc,1800,,,,,,,Date Mult,0.7,,,k1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,JP Datedif,505,,,,,,,0,0,0,0,2026-06-24 22:00:00,1,2026-06-29 21:59:59,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,363,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-14,2022-07-20,D-Day,-2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,1200,600,1200,,,,,,,,,,,,,,,,,,,,Pull Tickets,,Finals Day,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uma,Support,Length,6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dropdown,FALSE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,,,,,,,,,,,,,,0,2026-06-25 22:00:00,k1,860,2026-07-04 21:59:59,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Start Date,End Date,,Releases In,,,,,,,,,,,,,,0,First Day,Hours,1780,Throughout,,,,,,2026-06-25,,2026-06-25,2026-07-04,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-20,2022-07-29,2026-06-25,2026-07-04,,-1 Days,,,,,,,,,,,,,,,,,480,Main Story Reward,,,,,,Banner Type,1,2026-06-25 22:00:00,2026-07-04 21:59:59,Seiun Sky (Rerun) + Narita Brian (Rerun),The Throne's Assemblage,,Seiun Sky (Rerun) + Narita Brian (Rerun),The Throne's Assemblage,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1st Aim for the Stars! Dream Team,,,,,,JP,,JP Datedif,511,,,,,,,0,0,0,0,2026-06-25 22:00:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,364,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-20,2022-07-29,D-Day,-1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-07-04 21:59:59,k3,,,,,,,,Pull Tickets,,Finals Day,7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Last Day,,,,,,,,,Uma,Support,Length,9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Dropdown,FALSE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seiun Sky,Narita Brian,The Throne's Assemblage,,El Condor Pasa,,,,,,,Special Week,Special Week,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Rerun),(Rerun),Leviathan,,,,,,,,,,(Commander),,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whale,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,,,,,,,,,,,,,,0,2026-07-01 22:00:00,k1,2160,2026-07-13 21:59:59,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Start Date,End Date,,Releases In,,,,,,,,,,,,,,0,First Day,Hours,2160,Throughout,,,,,,,,2026-07-01,2026-07-13,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-29,2022-08-10,2026-07-01,2026-07-13,,5 Days,,,,,,,,,,,,,,,,,2160,"Event Rewards (Story, Bingo, Event Pt)",,,,,,Banner Type,1,2026-07-01 22:00:00,2026-07-13 21:59:59,Mejiro McQueen (Summer) + Gold Ship (Summer),Maruzensky + Nakayama Festa,,Mejiro McQueen (Summer) + Gold Ship (Summer),Maruzensky + Nakayama Festa,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,JP Datedif,520,,,,,,,2,2,3,3,2026-07-01 22:00:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,370,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-29,2022-08-10,D-Day,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-07-13 21:59:59,k3,,,,,,,,Pull Tickets,,Finals Day,16,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Last Day,,,,,,,,,Uma,Support,Length,12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Dropdown,FALSE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mejiro McQueen,Gold Ship,Maruzensky,Nakayama Festa,,,,,,Sakura Chiyono O,,,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Summer),(Summer),Dolphin,,,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whale,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,Free Pulls,,,,,,,,,,,,,80,2026-07-10 22:00:00,k1,600,2026-07-19 21:59:59,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Start Date,End Date,,Releases In,Uma,Support,,,,,,,,,,,,80,First Day,Hours,600,Throughout,,,,,,,,2026-07-10,2026-07-19,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-10,2022-08-19,2026-07-10,2026-07-19,,14 Days,4,0,,,,,,,,,,,,80,Uma Story Ch 1-4,,600,Countdown to the 1.5th Anniversary,,,,,,Banner Type,1,2026-07-10 22:00:00,2026-07-19 21:59:59,Bamboo Memory,Ikuno Dictus + Yukino Bijin,,Bamboo Memory,Ikuno Dictus + Yukino Bijin,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,JP Datedif,532,,,,,,,2,2,3,3,2026-07-10 22:00:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,379,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-10,2022-08-19,D-Day,14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-07-19 21:59:59,k3,,,,,,,,Pull Tickets,,Finals Day,22,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Last Day,,,,,,,,,Uma,Support,Length,9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Dropdown,FALSE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bamboo Memory,,Ikuno Dictus,Yukino Bijin,,,,,,,,,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4x Free Pulls,,,Whale,,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banner Type,-1,2026-07-12 22:00:00,2026-07-18 21:59:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,JP Datedif,535,,,,,,,2,2,3,3,2026-07-12 22:00:00,2,2026-07-17 21:59:59,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,381,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-13,2022-08-19,D-Day,16,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pull Tickets,,Finals Day,21,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uma,Support,Length,6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dropdown,FALSE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,Free Pulls,,,,,,,,,,,,,80,2026-07-16 22:00:00,k1,600,2026-07-26 21:59:59,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Start Date,End Date,,Releases In,Uma,Support,,,,,,,,,,,,80,First Day,Hours,600,Throughout,,,,,,,,2026-07-16,2026-07-26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-19,2022-08-29,2026-07-16,2026-07-26,,20 Days,5,0,,,,,,,,,,,,80,Uma Story Ch 1-4,,600,Countdown to the 1.5th Anniversary,,,,,,Banner Type,1,2026-07-16 22:00:00,2026-07-26 21:59:59,Copano Rickey,Manhattan Cafe,,Copano Rickey,Manhattan Cafe,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,JP Datedif,541,,,,,,,6,6,3,3,2026-07-16 22:00:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,385,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-19,2022-08-29,D-Day,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,2026-07-26 21:59:59,k3,,,,,,,,Pull Tickets,,Finals Day,29,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,Last Day,,,,,,,,,Uma,Support,Length,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,1.5th Anniversary Celebration Missions Part 1,,,,,,,,,4,4,Dropdown,FALSE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copano Rickey,,Manhattan Cafe,,Seiun Sky,,,,,,,,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whale,,,,,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5x Free Pulls,,,,,Grand Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,Free Pulls,,,,,,,,,,,,,3000,2026-07-20 22:00:00,k1,5160,2026-08-08 21:59:59,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Start Date,End Date,,Releases In,Uma,Support,,,1.5th Anniversary: July 2026,,,,,,,,,3000,First Day,Hours,5160,Throughout,,,,,,,,2026-07-20,2026-08-08,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-24,2022-09-12,2026-07-20,2026-08-08,,24 Days,0,60,,,,,,,,,,,,3000,1.5 Anniversary Gift,,3000,1.5 Anniversary Login Bonus,,,,,,Banner Type,1,2026-07-20 22:00:00,2026-08-08 21:59:59,Smart Falcon (Grand Live),Light Hello + Agnes Tachyon,,Smart Falcon (Grand Live),Light Hello + Agnes Tachyon,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The 1.5th anniversary on JP, KR, TW, and Bilibili had 100 total Free Pulls split between Light Hello + Agnes Tachyon and Tokai Teio + Twin Turbo. 

Like on Matikanefukukitaru + Admire Vega's banner, depending on when you redeem the Free Pulls determines the split. If you redeem in the morning you will get a 60-40 split. If you redeem after the Tokai Teio + Twin Turbo banner releases it will be a 50-50 split. ",,,,,,,,,,,,,2160,"Event Rewards (Story, Bingo, Event Pt)",,,,,,JP,,JP Datedif,546,,,,,,,6,6,4,4,2026-07-20 22:00:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,389,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-24,2022-09-12,D-Day,24,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,2026-08-08 21:59:59,k3,,,,,,,,Pull Tickets,,Finals Day,42,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,Last Day,,,,,,,,,Uma,Support,Length,19,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,1.5th Anniversary Celebration Missions Part 2,,,,,,,,,,,Dropdown,FALSE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smart Falcon,,Light Hello,Agnes Tachyon,,,,,,Mihono Bourbon,,,,,500,Tracen Academy Special: Master Trainer's Road 4,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Grand Live),,Must Pull,Must Pull,,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50-60x Free Pulls,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,Free Pulls,,,,,,,,,,,,,0,2026-07-23 22:00:00,k1,0,2026-08-06 21:59:59,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Start Date,End Date,,Releases In,Uma,Support,,,,,,,,,,,,0,First Day,Hours,0,Throughout,,,,,,,,2026-07-23,2026-08-06,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-29,2022-09-12,2026-07-23,2026-08-06,,27 Days,0,40,,,,,,,,,,,,,,,,,,,,,,Banner Type,1,2026-07-23 22:00:00,2026-08-06 21:59:59,Winning Ticket (Steampunk) + Narita Taishin (Steampunk),Tokai Teio + Twin Turbo,,Winning Ticket (Steampunk) + Narita Taishin (Steampunk),Tokai Teio + Twin Turbo,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,JP Datedif,551,,,,,,,9,9,7,8,2026-07-23 22:00:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,392,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-29,2022-09-12,D-Day,27,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-08-06 21:59:59,k3,,,,,,,,Pull Tickets,,Finals Day,40,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Last Day,,,,,,,,,Uma,Support,Length,14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free SSR Selector,,,,,,,,,,,,,,,,,3,3,Dropdown,FALSE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winning Ticket,Narita Taishin,Tokai Teio,Twin Turbo,,,,Up to Maruzensky/Nakayama Festa,,Biwa Hayahide,,,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Steampunk),(Steampunk),50-40x Free Pulls,,,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,,,,,,,,,,,,,,80,2026-08-02 22:00:00,k1,0,2026-08-10 21:59:59,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Start Date,End Date,,Releases In,,,,,No Banner Recommendation Beyond this Point.,,,,,,,,,80,First Day,Hours,0,Throughout,,,,,,,,2026-08-02,2026-08-10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-12,2022-09-20,2026-08-02,2026-08-10,,37 Days,,,,,,,,,,,,,,80,Uma Story Ch 1-4,,,,,,,,,Banner Type,1,2026-08-02 22:00:00,2026-08-10 21:59:59,Yukino Bijin,Smart Falcon + Silence Suzuka,,Yukino Bijin,Smart Falcon + Silence Suzuka,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banners Beyond This Point Has Not Been QCed.,,,,,,,,,,,,,,,,,,,JP,,JP Datedif,565,,,,,,,9,9,7,8,2026-08-02 22:00:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,402,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-12,2022-09-20,D-Day,37,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-08-10 21:59:59,k3,,,,,,,,Pull Tickets,,Finals Day,44,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Last Day,,,,,,,,,Uma,Support,Length,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Dropdown,FALSE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yukino Bijin,,Smart Falcon,Silence Suzuka,,,,,,,,,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Rerun),(Rerun),,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-04,2026-08-10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banner Type,-1,2026-08-04 22:00:00,2026-08-10 21:59:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,JP Datedif,568,,,,,,,9,9,7,8,2026-08-04 22:00:00,3,2026-08-09 21:59:59,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,404,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-15,2022-09-21,D-Day,39,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pull Tickets,,Finals Day,44,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uma,Support,Length,6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dropdown,FALSE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,,,,,,,,,,,,,,80,2026-08-07 22:00:00,k1,2050,2026-08-16 21:59:59,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Start Date,End Date,,Releases In,,,,,,,,,,,,,,80,First Day,Hours,2050,Throughout,,,,,,,,2026-08-07,2026-08-16,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-20,2022-09-29,2026-08-07,2026-08-16,,42 Days,,,,,,,,,,,,,,80,Uma Story Ch 1-4,,1550,Trainer Skill Test,,,,,,Banner Type,1,2026-08-07 22:00:00,2026-08-16 21:59:59,Seeking the Pearl,Daiichi Ruby,,Seeking the Pearl,Daiichi Ruby,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,JP Datedif,573,,,,,,,12,12,9,11,2026-08-07 22:00:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,Legend Race (Nishino Flower),,,,,,Start Date,End Date,Global Datedif,407,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,Legend Race (Hishi Akebono),,,,,,2022-09-20,2022-09-29,D-Day,42,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2026-08-16 21:59:59,k3,,,,,,,,Pull Tickets,,Finals Day,50,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,Last Day,,,,,,,,,Uma,Support,Length,9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,Autumn G1 Celebration Missions Part 1 (Sprinters Stakes),,,,,,,,,3,3,Dropdown,FALSE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeking the Pearl,,Daiichi Ruby,,K.S.Miracle,,,,,,,,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,,,,,,,,,,,,,,0,2026-08-14 22:00:00,k1,2160,2026-08-26 21:59:59,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Start Date,End Date,,Releases In,,,,,,,,,,,,,,0,First Day,Hours,2160,Throughout,,,,,,,,2026-08-14,2026-08-26,,,,,,,,,,,,,,,
